,POI,rating,category1,category2,latitude,longitude,price,city,street,postCode
6007,7-Eleven,4.5,convenience,Convenience Stores,43.6652594,-79.4823848,$,Toronto,3355 Dundas St W,M6S 2R8
6008,JP Sushi,4.0,sushi,Sushi Bars,43.66029,-79.47985,$$,Toronto,520 Annette Street,M6P 1S3
6009,Roti Time,3.5,indpak,Indian,43.66834,-79.4872199,$,Toronto,2542 St Clair Ave West,M6N 1L7
6010,Leela Indian Food Bar,4.0,indpak,Indian,43.6656864338278,-79.4737639278173,$$,Toronto,3108 Dundas Street W,M6P 2A1
6011,Bánh Cuon Thanh Trúc,3.5,vietnamese,Vietnamese,43.6695,-79.48237,$$,Toronto,2422 St Clair Ave W,M6N 1L2
6012,Roti Time,3.5,indpak,Indian,43.66834,-79.4872199,$,Toronto,2542 St Clair Ave West,M6N 1L7
6013,Pho Saigon Bangkok Restaurant,3.5,vietnamese,Vietnamese,43.669529,-79.4822644,$,Toronto,2416 St Clair Avenue West,M6N 1L2
6014,Jumbo Burger,4.0,hotdog,Hot Dogs,43.66623,-79.48219,$,Toronto,685 Runnymede Rd,M6S 3A4
6015,Ice Cream Junction,5.0,icecream,Ice Cream & Frozen Yogurt,43.66532,-79.47295,$,Toronto,3103 Dundas Street W,M6P
6016,Caldense & Bakery,4.0,bakeries,Bakeries,43.6655422,-79.4886508,$,Toronto,3497 Dundas Street W,M6S 2S6
6017,Bairrada Churrasqueira Grill,3.5,portuguese,Portuguese,43.66996,-79.47807,$$,Toronto,2293 St Clair Avenue W,M6N 1K9
6018,JP Sushi,4.0,sushi,Sushi Bars,43.66029,-79.47985,$$,Toronto,520 Annette Street,M6P 1S3
6019,Denny's,2.5,tradamerican,American (Traditional),43.66768,-79.48851,$$,Toronto,2575 St Clair Ave W,M6N 4Z5
6020,The Cat Pub & Eatery,4.0,newcanadian,Canadian (New),43.6656338042947,-79.4894384220243,$,Toronto,3513 Dundas Street W,M6S 2S6
6021,Pegasus Bar & Grill,4.0,salad,Salad,43.66588,-79.48752,$,York,3466 Dundas Street W,M6S 2S1
6022,Zeal Burgers,5.0,burgers,Burgers,43.7002764,-79.5170776,$$,Toronto,1926 Weston Road,M9N 1W2
6023,P & M Restaurant,4.5,greek,Greek,43.70047,-79.5180893,$$,Toronto,1946 Weston Road,M9N 1W2
6024,Parma Pizza,4.5,pizza,Pizza,43.6955833,-79.5204697,$,Toronto,716 Scarlett Road,M9P 1W5
6025,Lan Sushi,4.0,sushi,Sushi Bars,43.69162,-79.5318099,$$,Toronto,35 - 1500 Royal York Road,M9P 3B6
6026,Caribbean Queen Jerk,4.5,caribbean,Caribbean,43.6998073,-79.5169241,$,Toronto,2079 Lawrence Avenue W,M9N 3P1
6027,Pizza Alps,3.5,pizza,Pizza,43.70069,-79.5171699,$,York,1929 Weston Rd,M9N 1W7
6028,Pizza Pizza,3.0,pizza,Pizza,43.7006416,-79.5175108,$,Toronto,1937 Weston Road,M9N 1W7
6029,Gardenia House Chinese Food,4.5,chinese,Chinese,43.6955564,-79.5204451,$,Etobicoke,712 Scarlett Rd,M9P 2T5
6030,Bakery El Quetzal,4.0,latin,Latin American,43.7001904999128,-79.5111404957703,$,North York,2011 Lawrence Avenue W,M9N 3V3
6031,Popeyes Louisiana Kitchen,3.0,hotdogs,Fast Food,43.70117,-79.51871,$,York,1975 Weston Rd,M9N 1W8
6032,Mayflower Chinese Food,3.5,chinese,Chinese,43.692615,-79.531818,$$,Etobicoke,1500 Royal York Road,M9P 3B6
6033,Queen Margherita Pizza - Baby Point,3.5,pizza,Pizza,43.6581688,-79.4877396,$$,Toronto,785 Annette Street,M6S 2E4
6034,Mad Mexican,3.5,mexican,Mexican,43.6586304,-79.4879913,$$,Toronto,405 Jane Street,M6S 2E2
6035,Campo,4.0,spanish,Spanish,43.6551179748791,-79.4869590167577,$$,Toronto,244 Jane Street,M6S 3Y8
6036,Patisserie 27,4.5,bakeries,Bakeries,43.65849,-79.48788,$$,Toronto,401 Jane Street,M6S 2E2
6037,Golden Gecko Coffee,5.0,coffee,Coffee & Tea,43.65596,-79.48742,$,Toronto,282 Jane Street,M6S 3Z2
6038,Pho VP,3.5,vietnamese,Vietnamese,43.6573795,-79.4877128,$$,Toronto,351 Jane Street,M6S 3Z3
6039,Queen's Pasta Café,3.5,italian,Italian,43.65057609999999,-79.4779248,$$,Toronto,2263 Bloor Street W,M6S 1N8
6040,Bukhara Grill,4.0,indpak,Indian,43.6508421,-79.477041,$$,Toronto,2241A Bloor Street W,M6S 1N7
6041,Baby Point Lounge,4.5,venues,Venues & Event Spaces,43.65733,-79.48733,$$,Toronto,343 Jane Street,M6S 3Z3
6042,Fiddler's Dell Bar & Grill,2.5,bars,Bars,43.65815,-79.48755,$$,Toronto,781 Annette Street,M6S 2E4
6043,The Coffee Boutique,5.0,cafes,Cafes,43.65040180874876,-79.47885588432032,$,Toronto,2285 Booor Street W,M6S 1P1
6044,Shakey's Sports Pub,4.0,sportsbars,Sports Bars,43.6507268,-79.4774603,$$,Toronto,2255 Bloor Street W,M6S 1N8
6045,Gatto Wood Oven Pizza,4.0,pizza,Pizza,43.65062,-79.47977,$$,Toronto,2312 Bloor Street W,M6S 1P2
6046,JP Sushi,4.0,sushi,Sushi Bars,43.66029,-79.47985,$$,Toronto,520 Annette Street,M6P 1S3
6047,Hot Oven Bakery,4.0,bakeries,Bakeries,43.65131,-79.47663,$$,Toronto,2226 Bloor St W,M6S 1N6
6048,OM Restaurant and Bar,4.0,indpak,Indian,43.6402,-79.43756,$$,Toronto,1439 Queen Street W,M6R 1A1
6049,Garleek Kitchen,4.5,asianfusion,Asian Fusion,43.64046,-79.43811,$$,Toronto,1500 Queen Street W,M6R 1A4
6050,Mother India,4.0,indpak,Indian,43.6409499,-79.43624,$$,Toronto,1456 Queen Street W,M6K 1M2
6051,Skyline Restaurant,4.0,bars,Bars,43.64109,-79.4351499,$$,Toronto,1426 Queen Street W,M6K 1L9
6052,Café Polonez,4.5,polish,Polish,43.64514,-79.44831,$$,Toronto,195 Roncesvalles Avenue,M6R 2L5
6053,Ali's West Indian Roti Shop,4.0,caribbean,Caribbean,43.64101,-79.43599,$,Toronto,1446 Queen Street W,M6K 1M2
6054,Shangrila Tibetan & Asian Cuisine,4.0,himalayan,Himalayan/Nepalese,43.6397400555351,-79.4415438622399,$$,Toronto,1600 Queen Street W,M6R 1A8
6055,Himalayan Kitchen,4.5,indpak,Indian,43.6403,-79.43889,$$,Toronto,1526 Queen Street W,M6R 1A1
6056,The Shameful Tiki Room,4.0,tikibars,Tiki Bars,43.64145,-79.43328,$$,Toronto,1378 Queen Street W,M6K 1L7
6057,Norling,4.0,himalayan,Himalayan/Nepalese,43.64035185125108,-79.4385082,$,Toronto,1512 Queen Street W,M6R 1A4
6058,Loga's Corner,4.5,himalayan,Himalayan/Nepalese,43.64053,-79.43597,$,Toronto,216C Close Avenue,M6K 2V5
6059,The Ace,4.0,comfortfood,Comfort Food,43.646122,-79.448823,$$,Toronto,231A Roncesvalles Avenue,M6R 2L6
6060,Guu Izakaya Toronto,4.0,japanese,Japanese,43.6418673011168,-79.4310904074585,$$,Toronto,1314 Queen Street W,M6K 1L4
6061,Gare De L'est,3.5,french,French,43.6648384,-79.3419374,$$$,Toronto,1190 Dundas Street E,M4M 0C5
6062,Descendant Detroit Style Pizza,4.5,pizza,Pizza,43.662889,-79.332404,$$,Toronto,1168 Queen Street E,M4M 1L5
6063,Eastside Social,4.5,seafood,Seafood,43.661432,-79.339113,$$,Toronto,1008 Queen Street E,M4M 1K1
6064,Maple Leaf Tavern,4.0,tradamerican,American (Traditional),43.66814,-79.33976,$$$,Toronto,955 Gerrard Street E,M4M 1Z4
6065,Ascari,4.0,italian,Italian,43.6619301,-79.3353424,$$$,Toronto,1111 Queen Street E,M4M
6066,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
6067,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
6068,The Real Jerk,3.5,caribbean,Caribbean,43.66769187268936,-79.34326795582162,$$,Toronto,842 Gerrard Street E,M4M 1Y7
6069,CrowdedHouse,4.5,mediterranean,Mediterranean,43.6622812,-79.3335735,$$,Toronto,1161 Queen Street E,M4M 1L3
6070,Batifole Restaurant,4.0,french,French,43.66678,-79.34733,$$$,Toronto,744 Gerrard Street E,M4M 1Y3
6071,EAT BKK Thai Kitchen,4.0,thai,Thai,43.6605957,-79.3429889,$$,Toronto,898 Queen Street E,M4M 1J3
6072,Mi Mi Restaurant,4.0,vietnamese,Vietnamese,43.66637,-79.34911,$,Toronto,688 Gerrard Street E,M4M 1Y3
6073,Chula Taberna Mexicana,4.0,mexican,Mexican,43.6692562,-79.3359022,$$,Toronto,1058 Gerrard Street E,M4M 3A6
6074,Hailed Coffee,4.5,coffee,Coffee & Tea,43.66688,-79.34538,$$,Toronto,801 Gerrard Street E,M4M 1Y5
6075,Ed's Real Scoop,4.5,icecream,Ice Cream & Frozen Yogurt,43.6608,-79.34199,$$,Toronto,920 Queen St E,M4M 1J5
6076,Completo,4.5,latin,Latin American,43.6626328,-79.3340575,$,Toronto,5 Coady Avenue,M4M 2Y9
6077,Radical Road Brewing,4.5,breweries,Breweries,43.6626325991479,-79.3324785413321,$$,Toronto,1177 Queen Street E,M4M 1L5
6078,Lady Marmalade,4.0,breakfast_brunch,Breakfast & Brunch,43.66319,-79.35134,$$,Toronto,265 Broadview Avenue,M4M 1J3
6079,LOCAL Public Eatery - Liberty Village,4.0,sportsbars,Sports Bars,43.6384689262493,-79.4192124903202,$$,Toronto,171 E Liberty Street,M6K 3P6
6080,OEB Breakfast Co.,4.5,breakfast_brunch,Breakfast & Brunch,43.6383561,-79.4162024,$$,Toronto,125 E Liberty Street,M6K 3K4
6081,Mildred's Temple Kitchen,4.0,breakfast_brunch,Breakfast & Brunch,43.6399108749312,-79.4204235076904,$$,Toronto,85 Hanna Avenue,M6K 3S3
6082,The Craft Brasserie & Grille,3.5,brasseries,Brasseries,43.6394076328957,-79.4208196351823,$$,Toronto,107 Atlantic Avenue,M6K 1Y2
6083,Sansotei Ramen,4.0,ramen,Ramen,43.63905,-79.3982599,$$,Toronto,115 Fort York Boulevard,M5V 0K2
6084,'ONO Poké Bar,4.0,hawaiian,Hawaiian,43.639228294355334,-79.41577951831691,$$,Toronto,100 Western Battery Road,M6K 3S2
6085,Brazen Head Irish Pub,2.5,irish,Irish,43.638544,-79.417144,$$,Toronto,165 E Liberty Street,M6K 3P6
6086,Roywoods,3.5,caribbean,Caribbean,43.6391084709305,-79.3984367698431,$$,Toronto,121 Fort York Boulevard,M5V 4B3
6087,Parisco Cafe,3.5,cafes,Cafes,43.637473,-79.404951,$$,Toronto,215 Fort York Boulevard,M5V 4A2
6088,Knuckle Sandwich,4.0,poutineries,Poutineries,43.69626,-79.3285,$$,Toronto,969 Coxwell Avenue,M4C 3G4
6089,Little Coxwell Vietnamese And Thai Cuisine,4.0,vietnamese,Vietnamese,43.6961749185072,-79.3290924315309,$$,East York,986 Coxwell Avenue,M4C 3G5
6090,Local 1794,4.0,newcanadian,Canadian (New),43.68459,-79.31881,$$,Toronto,1794 Danforth Avenue,M4C 1H8
6091,Sushi Bay,4.0,japanese,Japanese,43.69673,-79.32934,$$,Toronto,1028 Coxwell Avenue,M4C 3G5
6092,Mon K Patisserie,4.5,coffee,Coffee & Tea,43.6969562,-79.3293695,$$,Toronto,1040 Coxwell Avenue,M4C 3G5
6093,Lickadee Split,4.5,icecream,Ice Cream & Frozen Yogurt,43.69608,-79.3290899,$,Toronto,980 Coxwell Avenue,M4C 3G5
6094,Starbucks,3.5,coffee,Coffee & Tea,43.6959927301913,-79.3290226889076,$$,Toronto,978 Coxwell Avenue,M4C 3G5
6095,Simba Grill,3.5,indpak,Indian,43.69336,-79.34225,$$,East York,375 Donlands Avenue,M4J 3S2
6096,Select Bakery,4.0,bakeries,Bakeries,43.69412,-79.34249,$$,East York,405 Donlands Avenue,M4J 3S2
6097,Trecce,3.5,italian,Italian,43.6845613035206,-79.3188472803566,$$$,Toronto,1792 Danforth Avenue,M4C 1H8
6098,Ritz Restaurant,4.0,filipino,Filipino,43.69187,-79.34219,$,East York,310 Donlands Avenue,M4J 3R9
6099,Alijandro's Kitchen,4.0,mideastern,Middle Eastern,43.5877141400083,-79.6449038380981,$$,Mississauga,4070 Living Arts Drive,L5B 0C3
6100,Queen's Pasta Café,3.5,italian,Italian,43.65057609999999,-79.4779248,$$,Toronto,2263 Bloor Street W,M6S 1N8
6101,Bukhara Grill,4.0,indpak,Indian,43.6508421,-79.477041,$$,Toronto,2241A Bloor Street W,M6S 1N7
6102,Goodfellas Wood Oven Pizza,3.5,pizza,Pizza,43.648215797666495,-79.48652136992935,$$,York,1 Old Mill Drive,M6S 0A1
6103,Shakey's Sports Pub,4.0,sportsbars,Sports Bars,43.6507268,-79.4774603,$$,Toronto,2255 Bloor Street W,M6S 1N8
6104,The Coffee Boutique,5.0,cafes,Cafes,43.65040180874876,-79.47885588432032,$,Toronto,2285 Booor Street W,M6S 1P1
6105,Gatto Wood Oven Pizza,4.0,pizza,Pizza,43.65062,-79.47977,$$,Toronto,2312 Bloor Street W,M6S 1P2
6106,Bryden's,4.0,pubs,Pubs,43.64903,-79.48453,$$,Toronto,2455 Bloor Street W,M6S 1P7
6107,Hot Oven Bakery,4.0,bakeries,Bakeries,43.65131,-79.47663,$$,Toronto,2226 Bloor St W,M6S 1N6
6108,KINTON RAMEN,3.5,ramen,Ramen,43.65142,-79.47609,$$,Toronto,2216 Bloor Street W,M6S 1N4
6109,COBS Bread,5.0,bakeries,Bakeries,43.65140278622663,-79.47567733802872,$$,Toronto,2204 Bloor Street W,M6S 1N4
6110,Bake Sale,4.0,bakeries,Bakeries,43.6506996,-79.4793777,$$,Toronto,2300 Bloor Street W,M6S 1P2
6111,Baka Gallery Cafe,3.5,cafes,Cafes,43.6508882,-79.4776153,$$,Toronto,2256 Bloor Street W,M6S 1N6
6112,The Works,3.0,burgers,Burgers,43.6506932036695,-79.477451428836,$$,Toronto,2245 Bloor Street W,M6S 1N6
6113,Ka Chi,3.5,korean,Korean,43.65056,-79.48018,$$,Toronto,2322 Bloor Street W,M6S 1P2
6114,Falafel World,4.0,falafel,Falafel,43.649861195279,-79.482603287936,$,Toronto,2396 Bloor Street W,M6S 1P5
6115,The Swan A Firkin Pub,3.0,pubs,Pubs,43.65101,-79.47563,$$,Toronto,2205 Bloor St W,M6S 1N5
6116,Coffee Tree Roastery,4.0,coffeeroasteries,Coffee Roasteries,43.6498,-79.4834599,$$,Toronto,2412 Bloor Street W,M6S 1P9
6117,Imm Thai Kitchen,4.5,thai,Thai,43.65484,-79.41598,$$,Toronto,651 College Street,M6G 1B7
6118,Sisters & Co,4.5,breakfast_brunch,Breakfast & Brunch,43.65097,-79.41172,$$,Toronto,887 Dundas Street West,M6J 1V9
6119,California Sandwiches,4.0,sandwiches,Sandwiches,43.65253,-79.41239,$$,Toronto,244 Claremont Street,M6J 2N2
6120,Bar Raval,4.0,spanish,Spanish,43.6558432,-79.4099433,$$$,Toronto,505 College Street,M6G 2J3
6121,PG Clucks,4.0,sandwiches,Sandwiches,43.65532,-79.41456,$,Toronto,610 College Street,M6G 1B4
6122,La Palma,3.5,italian,Italian,43.6512699,-79.41009,$$$,Toronto,849 Dundas Street W,M6J 1V6
6123,Rhum Corner,4.0,caribbean,Caribbean,43.6508775,-79.4131316,$$,Toronto,926 Dundas Street W,M6J 1W3
6124,Ryukyu Shinmen Tondou Ramen,4.0,ramen,Ramen,43.655289,-79.414147,$$,Toronto,596 College Street,M6G 1B4
6125,Taverniti,4.0,italian,Italian,43.65511,-79.41348,$$,Toronto,591 College Street,M6G 1B2
6126,Cocktail Bar,4.5,bars,Bars,43.65074,-79.41316,$$$,Toronto,923 Dundas St W,M6J 1W3
6127,The Monarch Tavern,4.0,pubs,Pubs,43.65402,-79.41363,$$,Toronto,12 Clinton Street,M6J 2N8
6128,Stelvio,4.0,italian,Italian,43.65168,-79.40769,$$,Toronto,791 Dundas Street W,M6J 1V2
6129,Utopia Café & Grill,3.5,tex-mex,Tex-Mex,43.65547,-79.41346,$$,Toronto,586 College St,M6G 1B3
6130,Ramen Isshin,4.5,ramen,Ramen,43.65634,-79.40689,$$,Toronto,421 College Street,M5T 1T1
6131,Patois Toronto,3.5,chinese,Chinese,43.65202,-79.40816,$$,Toronto,794 Dundas Street W,M6J 1V1
6132,Bar Isabel,4.0,spanish,Spanish,43.654631,-79.4207738,$$$,Toronto,797 College Street,M6G 1C7
6133,Hapa Toronto,3.5,japanese,Japanese,43.65533,-79.41423,$$$,Toronto,602 College Street,M6G 1B4
6134,La Forchetta,4.0,italian,Italian,43.65493,-79.41453,$$$,Toronto,613 College Street,M6G
6135,Smoque N' Bones,4.0,bbq,Barbeque,43.6457027819391,-79.4107432752393,$$,Toronto,869 Queen Street W,M6J 1G4
6136,Souk Tabule,4.5,mideastern,Middle Eastern,43.653832,-79.354442,$$,Toronto,494 Front Street E,M5A 1H7
6137,Cluny Bistro & Boulangerie,3.5,french,French,43.6505879,-79.3578962,$$$,Toronto,35 Tank House Lane,M5A 3C4
6138,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
6139,Madrina Bar y Tapas,4.0,tapas,Tapas Bars,43.64971833602106,-79.35967868465576,$$,Toronto,2 Trinity Street,M5A 3C4
6140,Cluck Clucks,4.5,chickenshop,Chicken Shop,43.6497687124273,-79.3660896960711,$$,Toronto,222 The Esplanade,M5A 4M8
6141,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
6142,Il Ponte Cucina Italiana,3.5,italian,Italian,43.65798869003556,-79.35307021045072,$$$,Toronto,625 Queen Street E,M4M 1G7
6143,Impact Kitchen,3.5,gluten_free,Gluten-Free,43.65620998282847,-79.35700120705611,$$,Toronto,573 King Street E,M5A 4L3
6144,Roselle,4.5,bakeries,Bakeries,43.6535912,-79.3621063,$$,Toronto,362 King Street E,M5A 1K9
6145,El Catrin Destileria,3.5,mexican,Mexican,43.65052,-79.35883,$$$,Toronto,18 Tank House Lane,M5A 3C4
6146,Pure Spirits,3.0,seafood,Seafood,43.650404,-79.358722,$$$,Toronto,17 Tank House Lane,M5A 3C4
6147,Brickworks Cider House,4.0,cideries,Cideries,43.65882656696621,-79.3496389,$$,Toronto,709 Queen Street E,M4M 1H1
6148,Soma Chocolatemaker,4.5,chocolate,Chocolatiers & Shops,43.6506614,-79.3582657,$$$,Toronto,32 Tank House Lane,M5A 3C4
6149,Cacao 70,3.5,breakfast_brunch,Breakfast & Brunch,43.6502371,-79.3612935,$$,Toronto,28 Gristmill Lane,M5A 3C4
6150,The Comrade,4.0,lounges,Lounges,43.659392263038,-79.347948327349,$$,Toronto,758 Queen Street E,M4M 1H4
6151,La Carnita,3.5,mexican,Mexican,43.6596718,-79.3473892,$$,Toronto,780 Queen Street E,M4M 1H4
6152,Lady Marmalade,4.0,breakfast_brunch,Breakfast & Brunch,43.66319,-79.35134,$$,Toronto,265 Broadview Avenue,M4M 1J3
6153,Rocco's Plum Tomato,3.5,italian,Italian,43.63046,-79.48508,$$,Etobicoke,164 The Queensway,M8Y 1J2
6154,Chiang Mai,4.0,thai,Thai,43.62459,-79.48498,$$,Toronto,84 Park Lawn Rd,M8Y 0B6
6155,Eden Trattoria,3.5,italian,Italian,43.62747,-79.47709,$$,Etobicoke,58 Marine Parade Drive,M8V 4G1
6156,Krazy Roll,4.5,japanese,Japanese,43.6257169,-79.4771852,$$,Toronto,84 Marine Parade Drive,M8V 0B7
6157,Veloute Bistro & Catering,4.0,italian,Italian,43.6313790341776,-79.47460124138172,$$$,Etobicoke,2045 Lakeshore Blvd W,M8V 2Z6
6158,Lola's Gelato,4.5,coffee,Coffee & Tea,43.6268675052894,-79.4784155023183,$$,Toronto,14B Brookers Lane,M8V 0A5
6159,U-Know Sushi,4.0,sushi,Sushi Bars,43.6302918717534,-79.485518966271,$$,Toronto,170 The Queensway,M8Y 1H8
6160,Firkin on the Bay,3.5,pubs,Pubs,43.6260155768868,-79.4772217064191,$$,Toronto,68 Marine Parade Drive,M8V 1A1
6161,Sunset Grill,4.0,breakfast_brunch,Breakfast & Brunch,43.6226144813711,-79.4826410942246,$$,Etobicoke,2214 Lake Shore Blvd W,M8V 0E3
6162,Pizza Pizza,3.0,pizza,Pizza,43.6296887689957,-79.4813894544586,$,Etobicoke,125 The Queensway,M8Y 1H6
6163,KFC,2.0,chicken_wings,Chicken Wings,43.6304630024241,-79.4847833018524,$,Etobicoke,156 The Queensway,M8Y 1J2
6164,Starbucks,3.5,coffee,Coffee & Tea,43.62793,-79.48933,$$,Toronto,150 Parklawn Road,M8Y 3H8
6165,Cafe Cocoa Boulangerie,2.5,coffee,Coffee & Tea,43.62747,-79.47709,$$,Etobicoke,58 Marine Parade Drive,M8V 4G1
6166,Agio,4.5,italian,Italian,43.67599,-79.45066,$$,Toronto,1351 St Clair Avenue W,M6E 1C5
6167,Indie Ale House,4.0,breweries,Breweries,43.6654413783034,-79.4652382135862,$$,Toronto,2876 Dundas Street W,M6P 1Y9
6168,The Hole In the Wall,4.5,pubs,Pubs,43.66518,-79.46515,$$,Toronto,2867 Dundas Street W,M6P 1Y9
6169,Love Chix,4.0,chickenshop,Chicken Shop,43.6696641,-79.4486514,$$,Toronto,33 Powerhouse Street,M6H 4K7
6170,Honest Weight,4.5,seafood,Seafood,43.6653335939817,-79.4614855543404,$$,Toronto,2766 Dundas Street W,M6P 1Y3
6171,Chica's Nashville Hot Chicken,4.5,chickenshop,Chicken Shop,43.66518,-79.46423,$$,Toronto,2853 Dundas Street W,M6P 2K6
6172,Nodo - Junction,4.0,italian,Italian,43.665251,-79.465596,$$,Toronto,2885 Dundas Street West,M6P 1Y9
6173,Tuckshop Kitchen,4.5,sandwiches,Sandwiches,43.66499,-79.45568,$,Toronto,1640 Dupont Street,M6P 3T2
6174,Tre Mari Bakery,4.5,bakeries,Bakeries,43.6765,-79.44868,$,Toronto,1311 Saint Clair Avenue W,M6E 1C2
6175,Piri Piri Grill,3.5,portuguese,Portuguese,43.6662515314375,-79.4497762620449,$$,Toronto,1444 Dupont Street,M6P 4H3
6176,Pizza e Pazzi,4.0,pizza,Pizza,43.678,-79.44385892512817,$$,Toronto,1182 St Clair Avenue W,M6E 1B4
6177,Rio 40 Restaurant,4.0,brazilian,Brazilian,43.677457,-79.446485,$$,Toronto,1256 Saint Clair Avenue West,M6E 1B9
6178,King's Tacos,4.0,mexican,Mexican,43.67803,-79.4440599,$$,Toronto,1190 St Clair Avenue W,M6E 1B4
6179,Marcello’s pizzeria,4.0,pizza,Pizza,43.67783,-79.4425399,$$,Toronto,1163 Saint Clair Avenue W,M6E 1B2
6180,When The Pig Came Home,4.5,delicatessen,Delicatessen,43.6657595,-79.4648277,$$,Toronto,384 Keele Street,M6P 2K8
6181,Playa Cabana Cantina,3.5,mexican,Mexican,43.66522,-79.46552,$$,Toronto,2883 Dundas Street W,M6P 1Y9
6182,Taste Seduction,4.5,caribbean,Caribbean,43.66612,-79.46444,$$,Toronto,399 Keele Street,M6P 2K9
6183,Boo Radley's Junction Bar and Grill,3.5,bars,Bars,43.66614,-79.45028,$$,Toronto,1482 Dupont Street,M6P
6184,Souk Tabule,4.5,mideastern,Middle Eastern,43.653832,-79.354442,$$,Toronto,494 Front Street E,M5A 1H7
6185,Cluny Bistro & Boulangerie,3.5,french,French,43.6505879,-79.3578962,$$$,Toronto,35 Tank House Lane,M5A 3C4
6186,Madrina Bar y Tapas,4.0,tapas,Tapas Bars,43.64971833602106,-79.35967868465576,$$,Toronto,2 Trinity Street,M5A 3C4
6187,Cluck Clucks,4.5,chickenshop,Chicken Shop,43.6497687124273,-79.3660896960711,$$,Toronto,222 The Esplanade,M5A 4M8
6188,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
6189,El Catrin Destileria,3.5,mexican,Mexican,43.65052,-79.35883,$$$,Toronto,18 Tank House Lane,M5A 3C4
6190,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
6191,Pure Spirits,3.0,seafood,Seafood,43.650404,-79.358722,$$$,Toronto,17 Tank House Lane,M5A 3C4
6192,Cherry Street BBQ,4.0,bbq,Barbeque,43.6456,-79.35229,$$,Toronto,275 Cherry Street,M5A 3L3
6193,Roselle,4.5,bakeries,Bakeries,43.6535912,-79.3621063,$$,Toronto,362 King Street E,M5A 1K9
6194,Impact Kitchen,3.5,gluten_free,Gluten-Free,43.65620998282847,-79.35700120705611,$$,Toronto,573 King Street E,M5A 4L3
6195,Soma Chocolatemaker,4.5,chocolate,Chocolatiers & Shops,43.6506614,-79.3582657,$$$,Toronto,32 Tank House Lane,M5A 3C4
6196,Cacao 70,3.5,breakfast_brunch,Breakfast & Brunch,43.6502371,-79.3612935,$$,Toronto,28 Gristmill Lane,M5A 3C4
6197,Mill Street Beer Hall,3.0,gastropubs,Gastropubs,43.6504424511321,-79.3584427521102,$$,Toronto,21 Tank House Lane,M5A 3C4
6198,The Comrade,4.0,lounges,Lounges,43.659392263038,-79.347948327349,$$,Toronto,758 Queen Street E,M4M 1H4
6199,Archeo,3.0,italian,Italian,43.6506799168741,-79.3595404809133,$$,Toronto,31 Trinity Street,M5A 3C4
6200,The House On Parliament,4.0,british,British,43.66359,-79.36794,$$,Toronto,454 Parliament Street,M5A 3A2
6201,Stout Irish Pub,4.0,irish_pubs,Irish Pub,43.6639,-79.36894,$$,Toronto,221 Carlton Street,M5A 2L2
6202,Zakkushi On Carlton,4.0,japanese,Japanese,43.66343,-79.37062,$$$,Toronto,193 Carlton Street,M5A 2K9
6203,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
6204,Saigon PAI,4.5,thai,Thai,43.663435,-79.367799,$$,Toronto,446 Parliament Street,M5A 3A2
6205,Souk Tabule,4.5,mideastern,Middle Eastern,43.653832,-79.354442,$$,Toronto,494 Front Street E,M5A 1H7
6206,Mengrai Thai,4.0,thai,Thai,43.6541,-79.366917,$$,Toronto,82 Ontario Street,M5A 2V3
6207,Roselle,4.5,bakeries,Bakeries,43.6535912,-79.3621063,$$,Toronto,362 King Street E,M5A 1K9
6208,Lady Marmalade,4.0,breakfast_brunch,Breakfast & Brunch,43.66319,-79.35134,$$,Toronto,265 Broadview Avenue,M4M 1J3
6209,Kibo Sushi House,4.0,japanese,Japanese,43.66569,-79.3682199,$$,Toronto,533 Parliament Street,M4X 1P3
6210,Rooster Coffee House,4.5,coffee,Coffee & Tea,43.6691999,-79.3527,$$,Toronto,479 Broadview Avenue,M4K 2N4
6211,FAMO Sandwiches,4.5,sandwiches,Sandwiches,43.65404,-79.36956,$$,Toronto,122 Sherbourne Street,M5A
6212,Brickworks Cider House,4.0,cideries,Cideries,43.65882656696621,-79.3496389,$$,Toronto,709 Queen Street E,M4M 1H1
6213,The Lansdowne Cone,4.0,icecream,Ice Cream & Frozen Yogurt,43.6599009,-79.3625512,$,Toronto,555 Dundas Street E,M5A 2B7
6214,Salt and Tobacco,4.5,pizza,Pizza,43.66536,-79.3681299,$$,Toronto,521 Parliament Street,M4X 1P3
